,text,sentiment
1149,Nice Pic big happy family,2.0
1150,stream webhushcom Actually lagging like   delivery    Malinga suck   run,0.0
1151,"hi thank Listening Watching 
 nice weekend 

 Richard 

  backup channel 
  nature sound 
  Piano 
  K video",2.0
1152,thank Chris realise fool m dream n stop learn matter old feel,2.0
1153,great overview find history fascinate video wonderful job encapsulate complexity significant event World War thank share detailed content,2.0
1154,VBS day go day   time catch breath n rest tomorrow   day come,2.0
1155,like fall American Republic rise American Empire,1.0
1156,YO WADDUP HOMEDOG ARIEL,1.0
1157,like headphone,1.0
1158,oh   hope get well soon,2.0
1159,Meridian think week,0.0
1160,OMG follower thank haha want d guy feel like  ,2.0
1161,find glue cow horse,1.0
1162,tea plain good   white green oolong black plant know,2.0
1163,thrill June badass   blunke,2.0
1164,XAIZ far x,1.0
1165,music universal language not border d,2.0
1166,fast schoolbus ve see thing huge,2.0
1167,prob juuuuust fine shot oh fun night,2.0
1168,Dar tu,0.0
1169,OMG   year old young artist inspire thank watch day,2.0
1170,hahaha yeah busy gloating win swear smile plaster face,2.0
1171,m road Bentonville,1.0
1172,s oily,0.0
1173,dream plan   Awesome,2.0
1174,simply superb,2.0
1175,lol not blame go horribly wrong wedding get ring s need   lol,1.0
1176,beautiful Metal singer trance   Sharon rulez,2.0
1177,oc good everrrrrrrrrrrrrrrrrrrrr,2.0
1178,fail mock driving test ill failin ass not start revisionn   soo sunny olt,0.0
1179,need today thank Namaste,2.0
1180,hope pick snakeskin one,1.0
1181,remind m quarterback anymore m coach think new leader easy time transition mind set need run great team,2.0
1182,clickbait not gun thumbnail,0.0
1183,m art kit show,2.0
1184,get cut grass,1.0
1185,feel good wish cuddle man,0.0
1186,omg lucky bum   Canada miss awesome event like Lolz date tmr,2.0
1187,l,2.0
1188,TOTALLY   say,1.0
1189,thank,2.0
1190,guy find forbidden ebook call void Power ll todays business guru actually money trust,1.0
1191,watch ncis,1.0
1192,maybe hire freelance narrator,1.0
1193,hi new art god,2.0
1194,German not read     congrat anway,2.0
1195,prayer card soak coffee,1.0
1196,thank Jose tip,2.0
1197,milo cidade intwressante e animada Moda ecltica   e linda Casacos espetaculare Obrigada,1.0
1198,mere aage ke bal tute hai kya karu,1.0
1199,thansk tip,2.0
1200,AWOOOOGAHHHHHH heheee hope decently price breakfast real quick David,2.0
1201,America need China China need America,1.0
1202,skeptical ask Google AI say bird stay air year land make s video AI wrong,0.0
1203,sure,1.0
1204,"king 
 thank",2.0
1205,pretty,2.0
1206,ooo author,1.0
1207,wait,1.0
1208,lol,1.0
1209,learn live moment Goodnight,2.0
1210,nice morning flow open start day,2.0
1211,hello friend hope enjoy practice like know film Alicante mountain background call Aitana high Alicante,2.0
1212,m sorry have bad day    look need knuckle sandwich,0.0
1213,finally get pit,1.0
1214,yep   est website watch supernatural season   yesterday x go FOH th,1.0
1215,crucify brother sister gender age group weapon create hunt eat food sem   etc dirty kill egg baby,0.0
1216,funniest video see long time   splitting,2.0
1217,not find guitar hero dnw play rockband,0.0
1218,tired happy excite love,2.0
1219,know right   formal education music theory selftaught basically find scale chart guitar magazine   year ago ve figure scale interval individual basis spell,1.0
1220,busy week miss twitter Night Tomorrow come,0.0
1221,Jones Jessica Martin Thomas Brown Matthew,1.0
1222,NYC miss wait,1.0
1223,wish watch   fun,2.0
1224,best time learn try skateboard,2.0
1225,dead like   coo,1.0
1226,bro use apk,1.0
1227,Malcolm watchlove kid love good old Oz flick,2.0
1228,nah son jump community game server multitude game sound exciting travel world surf internet,2.0
1229,hair sleep sleep silk cap,1.0
1230,frickin cereal Biden,0.0
1231,miss late flame oh,0.0
1232,mean YouTube directly pay video money ad video provide YouTube allow monetize give song entirely possible monetize,1.0
1233,quotyoure lucky famous talented way Tom Fletcher notice   quot   oh boohoo,2.0
1234,ok ya week,2.0
1235,congratulation ill definitly vote,2.0
1236,Wah m work hot   wanna parknic,2.0
1237,Josh kelly concert tomorrow house blue,1.0
1238,awake barely snuggle bed kitty get ready annoying day work,0.0
1239,fact,2.0
1240,new blackberry great   thx mamah love u   btw itz bummer coz itz week exam,2.0
1241,precious baby,2.0
1242,yay glad okay   enjoy cheesecake cumb,2.0
1243,refreshing hear sustainable customerfocused growth instead quick hacksbuilde solid foundation definitely key longterm success integrate datadriven decision deep understanding audience win combination thank actionable advice,2.0
1244,happy Roland Garos new champion time    Bored nadal,2.0
1245,love Sydney,2.0
1246,kennywood amazing ppl,2.0
1247,love home love maximize space keep main living area open great job fireplace love,2.0
1248,direct message,1.0
1249,happy Birthday Ta ice cream,2.0
1250,pragmatic analysis,2.0
1251,feel girl perspective,1.0
1252,pray watch video successful life,2.0
1253,go KL invite,1.0
1254,Sir good teacher come star,2.0
1255,good mornin pip,2.0
1256,awesome video professor,2.0
1257,have lazy day garden love sun today,2.0
1258,Ausfahrt actually big city Europe road sign city cover Germany Austria Liechstenstein quarter Switzerland tiny Lusembourg small Belgium,2.0
1259,great video include playlist digital citizenship think people learn safety measure school internet safe place,2.0
1260,call finish work Battles   hate Twiiter BOO come fagbook doome news,0.0
1261,comment absolute good ve see LMAOOOO,2.0
1262,Pwease come Melbourne,1.0
1263,Sooo ready movie   bad date bc reject,0.0
1264,Fay Lake,1.0
1265,k later like   m tired lol,1.0
1266,have fun   m happy db,2.0
1267,hard watch essential list hope learn collective past well,2.0
1268,need lose weight eat lately,1.0
1269,here late tune    leave comment,1.0
1270,time use makeup wipe LMAOOOO,2.0
1271,SouthKorea voice talk not sound situation,0.0
1272,make look easy easy,1.0
1273,"Friday 
 grateful",2.0
1274,Brilliant,2.0
1275,wanna longboard rain ughhhhhh,0.0
1276,sort room seriously bored want play   s work come x,0.0
1277,refrigerate,1.0
1278,  m blow away prediction China translate economic military try dominate Asia consider territorial dispute East South China Sea Great video,2.0
1279,ghastly paperwok report   home,0.0
1280,not sleep,0.0
1281,"track spending net worth change time god eye view 
  track performance project",1.0
1282,lmfao   love yoult,2.0
1283,s bro spur good tonight   nice avatar pic lunch dinner haha,2.0
1284,"m write novel not know post online yk 
 idea like fanous platform",1.0
1285,ouch ve manage hit eat cupboard door argh,0.0
1286,lazy dayzzzz jona premiere tonight,1.0
1287,care,1.0
1288,m sick eatte cheap mint r soo good   mhmm,2.0
1289,fucking early,0.0
1290,you get great taste fine film,2.0
1291,tip forget mention let know tip fellow designer,1.0
1292,slick micro documentary,2.0
1293,nothin like m kinda freakin pretty bad,0.0
1294,"answer question 

 yes IM 
 thank great video",2.0
1295,thank charlii,2.0
1296,wow great,2.0
1297,stop post scam shit,0.0
1298,day dollar   not want work,0.0
1299,bro m Narnia,1.0
1300,cyber attack cost life,0.0
1301,scary time live,0.0
1302,ticket   sort   eeee excitedddd,2.0
1303,m car mean,1.0
1304,haha true,2.0
1305,"stock market Feb   nearly   week tariff anouncement 

 problem",0.0
1306,oh Leyton wedding,2.0
1307,home hike Meldon Reservoir,1.0
1308,watch   hour everyday   year   month,1.0
1309,want come bk N hv anotha look   da MANPRIS luv em   chooooow,2.0
1310,aww m sorry   try s ticket leave,1.0
1311,good morning honey ok rain warm u go to play cool toy today,2.0
1312,God bless,2.0
1313,fr s funny comparison,2.0
1314,man love effort technical analysis brother,2.0
1315,"feel kinda guilty dirty give like absolutely 
 absolutely disgustingheartbreakinghorrific story hear absolutely forget",0.0
1316,eat frosty,1.0
1317,powder,1.0
1318,mon ipod est mort,1.0
1319,original fl studio like   year ago learn pick past month new hobby    video pack good info   certainly recommend start music production,2.0
1320,pump spotify tune playlist today,2.0
1321,Rainy day Philly   look like go to movie night,2.0
1322,ok go read new entry check late post    write    expect approve,2.0
1323,single helpful thank,2.0
1324,go crazy pain unbearableamp get to wait till thursday,0.0
1325,unwind long daykinda glad cavs win Brings hope Kobe vs Lebron,2.0
1326,Y indian medium concerned b Terrifs,1.0
1327,Goodnight amp Sweet Dreams XOXO,2.0
1328,right awesome,2.0
1329,OMG bloody brilliant fair save witty banter xdd flip awesome EllenPage   word,2.0
1330,Alan amazing laugh matter not wait new advert funny,2.0
1331,man aged like organic green bean buy week ago feature engineer   dead Proompt engineer galaxy brain,0.0
1332,not wait way look good,2.0
1333,like new   Buzz bring flashback kinda trippy s s station quotwhoop isquot,2.0
1334,good,2.0
1335,congratulation new furry friend cat unique personality great hear guide helpful thank watch,2.0
1336,not understand point tier,0.0
1337,hahaha yeah m sure not mean,1.0
1338,agree,2.0
1339,SighI tidy roomso annoying,0.0
1340,BADLY        JOURNAL   ENRY,0.0
1341,want correction     say crab animal break coconut   s true monkey   bird elephant human include course coconut octopus break coconut,1.0
1342,tummy ache,0.0
1343,divorce,0.0
1344,u waste alot time,0.0
1345,soviet UkraineDemocrats today,1.0
1346,finally take   hour complete include make note useful fully satisfied thank Steven Shawn,2.0
1347,thank lot recommendation look send email hope get soon,2.0
1348,make feel bad,0.0
1349,jpop jrock musicmonday rockin hour,2.0
1350,Ikr not know m watch,0.0
1351,congrat untouched ur uk   single m sure go ur,2.0
1352,say cos obviously Shaun lt alot lt alot   hahahahah,2.0
1353,cut wire individually,1.0
1354,view picture   saturday morning mill time   x,1.0
1355,guy winner,2.0
1356,ve play fallout notice like wtf,0.0
1357,BFF Galsgoso not   nd not see   love Zac Efron,2.0
1358,mailbox,1.0
1359,r u stick plan,1.0
1360,believe little baby   month goin fast   work soon m go to miss,0.0
1361,ngl,1.0
1362,Items new gun medic boxing glove Heavy   crossbow apart,1.0
1363,massive fucking migraine,0.0
1364,help clean   love loud music cause hubby lead guitarist local rock band,2.0
1365,higaaa,1.0
1366,look long time hear thank,2.0
1367,know bear raise new York d know s family Broker yrs till good ask,2.0
1368,like originalawesome,2.0
1369,bff take self cam webcam s narcist Hahaha,0.0
1370,kind squirrel cat love,2.0
1371,want white iPhone gs,2.0
1372,u work cubicle u need trust    rear view mirror amp doc holder,1.0
1373,cool idea,2.0
1374,wish strong man   Liars bully strong survive putin tRump,0.0
1375,h sound like have super time,2.0
1376,BEAUTIFULLY EXPLAINED great,2.0
1377,think GoCheeksGo simply marvelous,2.0
1378,s fantastic image,2.0
1379,love point creativity let systemformula dictate create work tv broadcasting director good moment break away good know structure segment need,2.0
1380,thank   uh wonder deal pic,2.0
1381,ARRGGGHHHH loaddss birthday money idea spend,0.0
1382,ha thankfully sorry absolutely boil   good good,0.0
1383,poptart process cheeseanything fit door la Microserfs board,2.0
1384,say rge Vikings find Mississippi river s native american iral story,1.0
1385,mean lot,2.0
1386,Hahah BOOM yes,2.0
1387,piss run old man try trash tent leave battle womb,0.0
1388,"thank great video 

 second wish not background music",2.0
1389,bang short,0.0
1390,Karina Facebook love add friend,2.0
1391,"Donald Trump elect president stunning political resurrection  
 election   live Donald Trump defeat Kamala Harris win historic second term president  
 election   result live Donald Trump win presidency defeat Kamala Harris",1.0
1392,wish sleep,1.0
1393,mistake   one pick   problem create,0.0
1394,date s twitter not tweet whack areltsooooooooo true,0.0
1395,think beautiful woman represent page,2.0
1396,not o ll blind will not able gorgeous face,1.0
1397,incredible storytelle second captivate,2.0
1398,Glad helpful Norza,2.0
1399,freeze frame YouTube video look like black Gilbert quotwhat Eating Gilbert Grapequot,1.0
1400,thank recommend Stuart Michael Trading channel reach invest amazing,2.0
1401,Tesla not invent buy   AC Propulsion,1.0
1402,know watch video,1.0
1403,manage control thank goodness,2.0
1404,Glad finally get adoptedshe deserve,2.0
1405,acc XDD wow talk way freakin,0.0
1406,Twitter quottweetingquot   definitely quottwitteringquot here quote ya,1.0
1407,Cmon sean man,1.0
1408,finally toke,2.0
1409,love hear writing process,2.0
1410,lovely video thank,2.0
1411,use record,1.0
1412,sorry not   enjoy surrounding   LOVE  ,2.0
1413,rain make car angrystuck traffic,0.0
1414,hi,1.0
1415,iya nih nyebelin banget tar aja deh diceritain,1.0
1416,think want walk tonight   maybe possible,2.0
1417,Wish know feel light head today   nice feeling,0.0
1418,announcer anymore japannese rapper,1.0
1419,early Yorkie not feel Hope today well yesterday miss Dad   Happy Fathers Day,2.0
1420,cool world series cause cool spawn world seed,2.0
1421,tuck nice bowl Crunchy Nut Bites,2.0
1422,ban hunting invasive specie food plentiful specie,0.0
1423,awh want sim,2.0
1424,Everytime intro whistle hear cat come run screen,2.0
1425,gamma ray scar sound k,1.0
1426,grandson Queen Victoria fight empire,1.0
1427,m sol bull think   ridic,0.0
1428,know not wait meet rock star bubba   go soooo spoilt,2.0
1429,sooo horribly cold room m freak,0.0
1430,status kinda not sense,0.0
1431,miss old studio c,1.0
1432,Debbie have great time tell start conservative tweet,1.0
1433,Ugh insomnia,0.0
1434,Glad find lot video look,2.0
1435,month later Democrats clueless smh,0.0
1436,end era,1.0
1437,heey   watch MTV not go bankrupt vh go ltbore u,1.0
1438,bad thoughtwas reply not joke unfortunately not work intended lol,0.0
1439,o m g   subscriber half hour happy day life   check channel,2.0
1440,oh hey,1.0
1441,Scripted not,0.0
1442,leave guy like introvert,0.0
1443,hang   pray listen video   find church   power prayer   need therapist ok    not   amen,2.0
1444,makin   SERVICE tour,1.0
1445,dreamthey dream thing come truewell s say sleep beautyha,1.0
1446,watch Terminator Salvation Batman,1.0
1447,aaaw need Bucks bad not Brazil   haha love dudette Xxx,2.0
1448,Ill definitely not worry not care   sleeeeep,2.0
1449,m Adobe fresco iPad pro,2.0
1450,nice sticker General Store love Alaska Great video guy,2.0
1451,jealous   super sad well come aus decth ill die   awwww not live america,0.0
1452,oh not feel silly know right hehe forgive,2.0
1453,everyday   mil pic upload Flickr   rank good day yesterday,2.0
1454,motivational subtitle,1.0
1455,Declan Rice assist   party need new contact sure,2.0
1456,Laura Soooo Sweet   look forward video xxx Love ya,2.0
1457,wow s huge monthly,2.0
1458,m junior developer start contract position easy understand cloud computing believe answer IaaS,2.0
1459,feel like random   random   AHHAHAA   GAHHH BLAH BOO ZOO HEHE rawr   lol prove bored,0.0
1460,"highlight Arsenal Madrid highlight game play day 
 respect Villa",1.0
1461,kind inhumane POS cut paw animal mother bear Spasibo Sergey Anatoly,0.0
1462,blahblahblah twitter away ve get ton study,0.0
1463,ve ride multiple time guy take gold wing nasty dirt trail   sport bike half weight total respect,2.0
1464,thinkin get uniform second period talk not mind have hogwart uniform,1.0
1465,work great monday   dear laundry win,2.0
1466,want read,0.0
1467,NOTE Shellac waterfriendly Use acrylic poly acrylic paint,0.0
1468,m surprised old civilization wind India think earth freeze obviously people temperature warm grow food,1.0
1469,intense workout able halfway m go to come later week Namaste,2.0
1470,desktop Tweetie work nicely talk iPhone App Twittelator Pro need iPhone   m,2.0
1471,Tudor get good player,2.0
1472,think want beach today kind cold,1.0
1473,good morning m excited get ready tonight,2.0
1474,hahahahahahaahahaahaha,2.0
1475,Evrybodys get hungry heart,1.0
1476,lepards olimba know hunting prowess,1.0
1477,Ugh not sleep wish Norman,0.0
1478,s amazing   Mount Kilimanjaro truly magical place mesmerize wildlife   Hope ve hador havethe chance witness majestic beauty,2.0
1479,SPX,1.0
1480,love pendant   DM sell bead store,2.0
1481,sad   not know sad,0.0
1482,suggest Miss Nancy Williams Laplace extremely good good pay bill help,2.0
1483,bout type tf long ass mid video,0.0
1484,love,2.0
1485,rona,1.0
1486,Anthropogenic Co positive impact earth,2.0
1487,proud tell apart,2.0
1488,today shit,0.0
1489,hungover brilliant night study   Exam morning,1.0
1490,government lie YEARSANDVWEN COLOUR HUNANS ITSVA FUCTION LIKE cowboysrdeye,0.0
1491,follower feel fulfilled,2.0
1492,mi,1.0
1493,find potential apartment friend mo brba effiency apt   Yay hopefully work,2.0
1494,tree unbelievable,2.0
1495,game end,0.0
1496,thanks Ricky   appreciate   good weekend,2.0
1497,time consider new day care center people send kid sick Angellina come home,0.0
1498,not wait,2.0
1499,piece process food,0.0
1500,Boooooooooooooooooooooooooooooooooo,1.0
1501,not pull leg mean inspirational know,2.0
1502,oh gosh watch ET today think racoon try eat face,0.0
1503,Slaughter Pft get not,1.0
1504,love art drift,2.0
1505,big table touch screen   WOOT,2.0
1506,understand assignment,1.0
1507,sorry forgot   Haha,1.0
1508,work hardi get feelingi hit ceiling FOOTLOOSE,1.0
1509,paradise,2.0
1510,kind bored friday night,0.0
1511,realize hold membership gym   see bank statement,1.0
1512,bye bye   Miss american pie   drive Chevy   levy   levy dry,1.0
1513,reason bedrock seed crazy,0.0
1514,Friday   m go Disney s Saturday,2.0
1515,try good luck,2.0
1516,New York call m ready answer,2.0
1517,let specific culture profit mentality rot great institution great,0.0
1518,british own want   Federal Reserve abolish   british empire collapse,0.0
1519,sleep pool,1.0
1520,  m tryin sleep tis happen Lets nocturnal,0.0
1521,think Hozier Foy Vance write song album,1.0
1522,trump support Israel   point make,1.0
1523,not wanna stckam anymoree,0.0
1524,little foster kitten get bigchubba Winston go   b miss amazing home,2.0
1525,BEVERLY center   woman life BEAUTIFUL mother,2.0
1526,drugs drinking BEAR helps,1.0
1527,look like jewish diarrhea,0.0
1528,Glad help find   get addict lol,2.0
1529,glad know John Hampden education not go waste,2.0
1530,Trump say end war   hour   big liar comedian,0.0
1531,m sorry     learn new place today,0.0
1532,time google purple link add personal wiki need twice ll need,1.0
1533,orange tab,1.0
1534,finish sebastian night get kfc roller,1.0
1535,ok go showerI need wake night excursion    soon,1.0
1536,hate scene,0.0
1537,sus suspicious,1.0
1538,m homosexual matter homophobic love Brian lyric song sing hit raw nerve soulespecially crawl tune group,2.0
1539,guy watch Fox News everyday conservative politic day long,0.0
1540,grill steak wrap fresh cheese ravioli cream lobster ravioli basil cream strawpineorangbana smoothie,1.0
1541,not believe free video soooo people try capitalize people passion music refreshing knowledge away like thank,2.0
1542,heart good people help animal,2.0
1543,BF move   DC allday thangffresh shower baby oil imma fry outside,1.0
1544,hater baby go home early   worry Baby go way Kobe,2.0
1545,thank look forward try,2.0
1546,training far not actually boringLauras sesh grammar slightly brentesque v useful,2.0
1547,lot worldview holistic enable importance,1.0
1548,king leon good song sound good play live thank sell,2.0
1549,wake AGAINmy ear hurt mayb way layinghope go cos cry m stuck week,0.0
1550,bro think spend trillion dollar kill kid Middle East well way fund,0.0
1551,late switch   m UK m stuck NutFest Specialise employ incompetent rude halfwit,0.0
1552,welcome home m glad great time thank amazing update,2.0
1553,great thank,2.0
1554,read leave   dead  ,0.0
1555,invest GMR Infra Dish tv place order Sterlite GVK Power Expecting market deep intraday cut   Gud Nite,1.0
1556,  sunday morning m punt,1.0
1557,oh vanilla tea sound yummywhere find,2.0
1558,language need robotic heavily depend kind robotic great video learn swift kotlin,2.0
1559,beautiful pic   Viva MetroStation   come belgium,2.0
1560,thank BBC remind responsible way shape nature thank show people care positive action,2.0
1561,like change diet overwhelming learn different option benefit right choice perseverance,2.0
1562,chapter   Nightcurse,1.0
1563,man Trump obviously mentally unstable wake America total laugh stock,0.0
1564,bloody cold not understand,0.0
1565,micasss picture will not load,0.0
1566,thank sharkey,2.0
1567,yeah think majority people know exactly purpose abomination sh pose,0.0
1568,not know gap,1.0
1569,RIP Neda not deserve come,0.0
1570,Birthday   enjoy fantastic day Susan G Komen day opening event walk Aug,2.0
1571,hehe d imagine    sweetman  ,2.0
1572,mean week end suppose help Monday dang maybe learn,0.0
1573,iphoto face recodnition not work advertize,0.0
1574,person opinion need update,1.0
1575,get Petra thank return email   soon home m,2.0
1576,lol,1.0
1577,Serengeti endless plain park par excellence exciting breathtaking landscape,2.0
1578,love idea AI agent drive cost improve outcome healthcare education Constantines enthusiasm infectious not wait future hold,2.0
1579,great idea thank give nudge need,2.0
1580,m audition new movie Camp Rock,1.0
1581,oh ve   good grace look embarrassed,1.0
1582,Glee great,2.0
1583,worry ff   hope x,2.0
1584,attack dead man describe badass horror m piss not see cinematic representation event crazy,0.0
1585,shoot overcast sky perfect picture   let hope not start rain,2.0
1586,not sleep awkward amp pleasant dream,0.0
1587,"right 
 peruse passion development career",2.0
1588,hotre racer gta sa,2.0
1589,bahahaha dramatic thank,2.0
1590,Iaas   Paas,1.0
1591,BARRY,1.0
1592,God listen Martin Luther King Jrs dream speech give goosebump,2.0
1593,m go to try read book shatter think reading fun,2.0
1594,miss Flash Gordon not know s car,1.0
1595,totally agree,2.0
1596,s,2.0
1597,Zune HD e   mean game Zune HD like dream,0.0
1598,whosock CUTE love curious,2.0
1599,finished blue blood m guess time sleep haha night,1.0
1600,KFC decide double crunch tonight Mike request,1.0
1601,OMG UR avatar SPEEDWAGON WIFU ur new BEST FRIEND,2.0
1602,uhhh not play yes cook m italian,1.0
1603,check FailSafe   Actionable insight Failures Leadership Management new book pack terrific lesson learn effective option,2.0
1604,hey   sureee m holiday alsoo school bit th folk london loveyouyou,2.0
1605,hello arjanne gt account m   wheeeeee mouth hurt cause brace   new wire    patrice,0.0
1606,nearly bus station Eindhoven,1.0
1607,monster not spawn,1.0
1608,  awesome ai run,2.0
1609,not mariner play today   not watch game   buy grocery,0.0
1610,em,1.0
1611,"toilet break 
  man fall 
  tea break",1.0
1612,say like girl,1.0
1613,m cry thank rescue precious animal,2.0
1614,great video recommend different credit card bank account day lose primary discover misuse inconvenient block   react fast,2.0
1615,not time watch video want set stunning gorgeous,2.0
1616,piece paper stick lager piece paper,1.0
1617,thank cool comment come think inspire actionable    not wait talk thank view comment appreciate,2.0
1618,manager,1.0
1619,refayettnam   sound familiar quotlovelyquot burg,2.0
1620,m sad miss kitty,0.0
1621,imagine vehicle talk,1.0
1622,Cette voix cette musique nostalgicomlancolique et pourtant parfois rageuse qui fait pourtant du bien qui memporte dans cet univer plein de contrastes de doute de bonheurs   je ne sais pas expliquer si particulier mais jadore tellement Merci merci pour toujour,1.0
1623,chelsea vs arsenal   pm,1.0
1624,need set alarm clock   minute not forget save m roll forget save,1.0
1625,tired   monday,0.0
1626,bye,1.0
1627,video great Brian Thomas teach these concept well way,2.0
1628,tell tech work fucking thing turbo gasket Veloster n day fucking platform come like BMW,0.0
1629,Business Studies   happy friday   yeyyyyyyyyy happy terrible rain   x x x x,2.0
1630,good,0.0
1631,feel great tonight maybe right need love,2.0
1632,  tweet thank god woman save,2.0
1633,return DSi get   DS console   hook game,1.0
1634,not failbut not   deeply resent having revise lec     easy,2.0
1635,Fivee maybe,1.0
1636,think video,1.0
1637,amazing riding tell   guy struggle actually great rider Chris level,2.0
1638,know,1.0
1639,best documentary see silk road Scythians include nice,2.0
1640,ahhh cool green new look primark tonight   nice green,0.0
1641,Winston cute thank let,2.0
1642,thank watch,2.0
1643,red tide,1.0
1644,foot hurt   bad,0.0
1645,Omg Blown away amazing night go love speech,2.0
1646,need job toronto like nowish   hire,1.0
1647,love like song not forget,2.0
1648,yay u idea look like,0.0
1649,Andys lunch run errand head home catch work amp chore not lazy yesterday,1.0
1650,store     thank guy work nightagain,2.0
1651,World War III       WWI wwii,1.0
1652,wish night thing,1.0
1653,one take seriously ellipsis lmfao,0.0
1654,deserve play greatnoyour play world,2.0
1655,Omggggggg feel see lol,2.0
1656,like go doctor,0.0
1657,ugh good,0.0
1658,uh   encanta que est la traduccin subtitulada al espaol pero va demasiado rpido,1.0
1659,way Bridge Street buy pair TOMS,1.0
1660,degress s SUPER hot Miami   hot fry egg n stuff rediculous hurricane season,2.0
1661,tremendously borrrrre cuz u get to cook ur food Aarrrgh   ab theek hai naa,0.0
1662,actually use case haha,2.0
1663,feelin today,0.0
1664,thank hope time relax   July   LOL friend,2.0
1665,end painfully watch Tore comp amp reboot brain end w suninduce headache  ,0.0
1666,not wait conan obrien good thank kristal want cake ugh jose get super duper late,2.0
1667,hard disagree love narration Sam Elliot proud,2.0
1668,light candle lie bed watch Cari yessss,2.0
1669,awesome wait new mashup,2.0
1670,nope,1.0
1671,love reading calm peaceful healing,2.0
1672,beautiful day Georgia,2.0
1673,success not luck persistence passion,2.0
1674,lonely night   work home hang puppy till mike come home redsox game,1.0
1675,haha not worth,2.0
1676,lol s good update good day   Gia hope,2.0
1677,sumerian civilization old Babalon legend truly mindblowe,2.0
1678,thank lovely comment,2.0
1679,cantr,1.0
1680,game arsenal hahahahahahahahah,2.0
1681,good,2.0
1682,meet w TGC folk live Chlesea year exciting stuff,2.0
1683,sunny everydayno rain cold weather everI not complain sayin   sun smiley,2.0
1684,u get twitter   Oprah need,2.0
1685,definitely,2.0
1686,ready read ton book huhuhu,0.0
1687,lovin Sierra Leone,2.0
1688,video dream System probably m specte d,2.0
1689,finally understand use clip tool alpha lock haha time try watch follow,2.0
1690,looove save ve offically stiffen point not   owwie,1.0
1691,blink twice need help,1.0
1692,omfg love killer heart actually swell lmao,2.0
1693,Robert Pattinson Robert Pattinson   yummy,2.0
1694,thank share Lisa,2.0
1695,hughe character block,0.0
1696,happy birthday,2.0
1697,wait customer come money   not happen thoughanother dead Sat night Swansea Mall,0.0
1698,btc XAIK safe bag   rotation,2.0
1699,Mornin   ya weather not chat June grill month Ill b post dish   r u,0.0
1700,Gods Puritans   settler hygene   plumbing habit bad    civilization   year ago,0.0
1701,touristy eat place London close   cheer planet hollywood go,0.0
1702,xmin rid horrible call politician start governor,0.0
1703,ugh internet fckin m waitin early mornin text message,0.0
